gps,date_carnet,heure_carnet,easting,northing,altitude,espece,signe,type,partie_consommee,nid_arboricoles,nid_terrestres,nombre,foret,age_jours,chef_equipe,equipe,famille_gorille,commentaire
185,2024-11-22,7:56,547461,9852705,670 m,Riviere,Traverse,,,0,0,1,F.P,0,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,Mengonja
186,2024-11-22,10:04,546785,9850822,730 m,Gorille,Nid,Nuit,,8,4,12,F.P,2,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
187,2024-11-22,10:17,546871,9850753,722 m,Gorille,Nourriture,Aframomum laurentii,Moelle,0,0,0,F.P,2,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
188,2024-11-22,10:40,546970,9850637,721 m,Gorille,Nourriture,Ataenidia conferta,Tige,0,0,0,F.P,2,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
189,2024-11-22,10:43,546982,9850645,711 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,2,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
190,2024-11-22,10:50,547070,9850579,696 m,Gorille,Nourriture,Uapaca benguelensis,Moelle,0,0,0,F.P,2,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
191,2024-11-22,10:56,547125,9850547,688 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,2,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
192,2024-11-22,11:06,547215,9850554,685 m,Gorille,Cri,,,0,0,1,F.P,0,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
193,2024-11-23,10:15,547211,9850559,684 m,Position,Start,,,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
194,2024-11-23,10:19,547254,9850563,691 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
195,2024-11-23,10:27,547291,9850538,687 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
196,2024-11-23,10:32,547353,9850537,688 m,Gorille,Nourriture,Celtis briyeri,Feuille,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
197,2024-11-23,10:55,547535,9850667,681 m,Gorille,Nourriture,Raphia farinifera,Moelle,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
198,2024-11-23,11:11,547646,9850785,691 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
199,2024-11-23,11:25,547668,9850801,691 m,Gorille,Nid,Nuit,,11,3,14,F.P,0,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
200,2024-11-24,10:19,547659,9850804,679 m,Position,Start,,,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
201,2024-11-24,10:30,547649,9850856,711 m,Gorille,Nourriture,Raphia farinifera,Moelle,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
202,2024-11-24,10:44,547619,9850993,760 m,Gorille,Nourriture,Manniophyton fulvum,Moelle,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
203,2024-11-24,10:52,547611,9851111,795 m,Gorille,Nourriture,Eremospatha haullevilleana,Tige,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
204,2024-11-24,10:56,547574,9851223,795 m,Gorille,Nourriture,Drypetes dinklagei,Feuille,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
205,2024-11-24,10:59,547541,9851296,778 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
206,2024-11-24,11:10,547672,9851443,753 m,Gorille,Nourriture,Ataenidia conferta,Tige,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
207,2024-11-24,11:14,547709,9851466,746 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
208,2024-11-24,11:30,547904,9851670,722 m,Gorille,Nourriture,Afro rhaphidophora africana,Feuille,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
209,2024-11-24,11:33,547925,9851697,728 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
210,2024-11-24,11:51,548095,9852040,711 m,Gorille,Nourriture,Uapaca benguelensis,Moelle,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
211,2024-11-24,11:58,548166,9852162,720 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
212,2024-11-24,12:06,548176,9852192,708 m,Gorille,Nid,Nuit,,12,3,15,F.P,0,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
213,2024-11-25,10:40,548180,9852183,691 m,Position,Start,,,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
214,2024-11-25,10:43,548211,9852226,710 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
215,2024-11-25,10:46,548210,9852242,703 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
216,2024-11-25,10:54,548198,9852288,693 m,Gorille,Nourriture,Marantochloa congensis,Tige,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
217,2024-11-25,11:34,548250,9852400,689 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
218,2024-11-25,11:40,548241,9852457,673 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
219,2024-11-25,11:43,548265,9852478,659 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
220,2024-11-25,11:50,548284,9852520,660 m,Gorille,Nourriture,Raphia farinifera,Moelle,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
221,2024-11-25,11:57,548322,9852561,673 m,Gorille,Nourriture,Cissus discolor,Fruit,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
222,2024-11-25,12:06,548383,9852548,682 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
223,2024-11-25,12:11,548409,9852579,689 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
224,2024-11-25,12:20,548538,9852637,704 m,Gorille,Nourriture,Raphia farinifera,Moelle,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
225,2024-11-25,12:31,548664,9852713,714 m,Gorille,Nourriture,Drypetes dinklagei,Feuille,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
226,2024-11-25,13:49,548382,9852484,681 m,Gorille,Nourriture,Uapaca benguelensis,Moelle,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
227,2024-11-25,14:02,548228,9852102,740 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
228,2024-11-25,14:07,548118,9851961,716 m,Gorille,Nourriture,Drypetes dinklagei,Feuille,0,0,0,F.P,0,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
229,2024-11-25,14:48,547630,9851671,778 m,Gorille,Nourriture,Aframomum laurentii,Moelle,0,0,0,F.P,0,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
230,2024-11-25,15:14,547642,9851667,786 m,Gorille,Nourriture,Uapaca benguelensis,Moelle,0,0,0,F.P,0,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
231,2024-11-26,7:52,551325,9854252,,Position,Start,,,0,0,0,F.P,0,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
232,2024-11-26,10:08,551351,9854209,629 m,Position,Pluie,,,0,0,0,F.P,0,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
233,2024-11-26,10:40,551359,9854225,621 m,Position,Pluie,,,0,0,0,F.P,0,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
234,2024-11-26,11:15,551324,9854213,598 m,Position,Pluie,,,0,0,0,F.P,0,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
235,2024-11-27,6:48,551435,9854198,471 m,Position,Pluie,,,0,0,0,F.P,0,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
236,2024-11-27,10:23,547639,9851667,773 m,Position,Start,,,0,0,0,F.P,2,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
237,2024-11-27,10:42,547347,9851618,787 m,Gorille,Nourriture,Drypetes dinklagei,Feuille,0,0,0,F.P,2,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
238,2024-11-27,10:55,547206,9851517,763 m,Gorille,Nourriture,Raphia farinifera,Moelle,0,0,0,F.P,2,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
239,2024-11-27,11:03,547064,9851496,768 m,Gorille,Nourriture,Manniophyton fulvum,Moelle,0,0,0,F.P,2,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
240,2024-11-27,11:46,546587,9851446,808 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,2,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
241,2024-11-27,12:01,546358,9851644,810 m,Gorille,Nourriture,Raphia farinifera,Moelle,0,0,0,F.P,2,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
242,2024-11-27,12:06,546265,9851693,805 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,2,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
243,2024-11-27,12:18,546149,9851743,768 m,Gorille,Nourriture,Uapaca benguelensis,Moelle,0,0,0,F.P,2,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
244,2024-11-27,12:35,545840,9851776,700 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,2,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
245,2024-11-27,12:38,545789,9851791,695 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,2,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
246,2024-11-27,12:42,545772,9851767,700 m,Gorille,Nourriture,Ataenidia conferta,Tige,0,0,0,F.P,2,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
247,2024-11-27,12:50,545728,9851765,730 m,Gorille,Nourriture,Aframomum laurentii,Moelle,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
248,2024-11-27,13:06,545578,9851862,716 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
249,2024-11-27,13:17,545437,9851891,756 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
250,2024-11-27,13:22,545358,9851902,738 m,Gorille,Nourriture,Anonidium mannii,Fruit,0,0,0,F.P,1,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
251,2024-11-27,13:29,545353,9851928,749 m,Gorille,Nid,Nuit,,8,4,12,F.P,0,P019,"Djuma Nkuba, Molisho Nimwe, Noela Samitamba, Journalier Raymond Nimwe",Membe,
2,2024-11-18,7:47,555926,9841701,602 m,Leopard,Crotte,,,0,0,1,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
3,2024-11-19,9:12,556142,9839961,627 m,Cercopithecus denti,Vu,,,0,0,10,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
4,2024-11-19,9:32,556302,9839867,623 m,Position,Start,,,0,0,0,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
5,2024-11-19,9:42,556327,9839742,625 m,Potamochere roux,Trace,,,0,0,1,F.P,3,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
6,2024-11-19,9:50,556261,9839613,640 m,Buffle nain,Trace,,,0,0,1,F.P,4,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
7,2024-11-19,9:58,556221,9839490,634 m,Cercopithecus hamlyni,Cri,,,0,0,1,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
8,2024-11-19,10:06,556169,9839417,616 m,Cephalophe dorsalis,Vu,,,0,0,1,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
9,2024-11-19,10:17,556143,9839303,645 m,Cephalophe monticola,Trace,,,0,0,1,F.P,2,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
10,2024-11-19,10:28,556111,9839159,650 m,Cercopithecus mitis,Vu,,,0,0,5,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
11,2024-11-19,10:34,556098,9839047,629 m,Chimpanze,Trace,,,0,0,1,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
12,2024-11-19,10:43,555979,9839005,626 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
13,2024-11-19,10:50,555931,9839033,630 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
14,2024-11-19,10:56,555853,9839053,628 m,Gorille,Nourriture,Uapaca benguelensis,Moelle,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
15,2024-11-19,11:02,555774,9839092,627 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
16,2024-11-19,11:09,555677,9839154,621 m,Cephalophe dorsalis,Vu,,,0,0,1,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
17,2024-11-19,11:13,555643,9839200,614 m,Gorille,Nourriture,Manniophyton fulvum,Moelle,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
18,2024-11-19,11:20,555591,9839265,638 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
20,2024-11-19,11:32,555467,9839481,639 m,Gorille,Nourriture,Sarcophrynium brachystachyum,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
22,2024-11-19,11:47,555421,9839581,622 m,Gorille,Nid,Nuit,,11,6,17,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
23,2024-11-19,12:27,555623,9840153,641 m,Bongo,Crotte,,,0,0,1,F.P,2,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
24,2024-11-20,9:09,555430,9839576,613 m,Position,Start,,,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
25,2024-11-20,9:18,555380,9839604,611 m,Gorille,Nourriture,Manniophyton fulvum,Moelle,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
26,2024-11-20,9:25,555358,9839536,612 m,Gorille,Nourriture,Ataenidia conferta,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
27,2024-11-20,9:33,555398,9839422,620 m,Gorille,Nourriture,Aframomum laurentii,Moelle,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
28,2024-11-20,9:42,555438,9839269,617 m,Gorille,Nourriture,Marantochloa leucantha,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
29,2024-11-20,9:52,555468,9839173,604 m,Gorille,Nourriture,Uapaca benguelensis,Moelle,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
30,2024-11-20,10:01,555548,9839115,604 m,Gorille,Nourriture,Eremospatha haullevilleana,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
31,2024-11-20,10:13,555568,9839029,602 m,Gorille,Nourriture,Ataenidia conferta,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
32,2024-11-20,10:31,555419,9838969,612 m,Gorille,Nourriture,Manniophyton fulvum,Moelle,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
33,2024-11-20,10:37,555386,9838949,616 m,Gorille,Nid,Nuit,,15,3,18,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
34,2024-11-20,10:51,555490,9839029,612 m,Cercopithecus denti,Vu,,,0,0,15,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
35,2024-11-21,10:10,555378,9838944,590 m,Position,Start,,,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
37,2024-11-21,10:23,555359,9838819,606 m,Gorille,Nourriture,Aframomum laurentii,Moelle,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
39,2024-11-21,10:34,555322,9838694,619 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
40,2024-11-21,10:41,555373,9838606,643 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
41,2024-11-21,10:49,555380,9838468,601 m,Gorille,Nourriture,Marantochloa leucantha,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
42,2024-11-21,10:55,555403,9838414,608 m,Gorille,Nourriture,Marantochloa congensis,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
43,2024-11-21,11:02,555410,9838312,608 m,Gorille,Nourriture,Ataenidia conferta,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
44,2024-11-21,11:11,555465,9838245,619 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
45,2024-11-21,11:17,555472,9838152,624 m,Gorille,Nourriture,Uapaca benguelensis,Moelle,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
46,2024-11-21,11:31,555398,9838090,622 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
47,2024-11-21,11:52,555549,9838093,622 m,Gorille,Nourriture,Thaumatococcus daniellii,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
48,2024-11-21,12:04,555581,9838181,655 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
49,2024-11-21,12:12,555609,9838224,654 m,Gorille,Nid,Nuit,,16,1,17,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
50,2024-11-21,13:50,555259,9840254,642 m,Chimpanze,Cri,,,0,0,1,F.P,0,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
51,2024-11-22,10:02,555611,9838220,626 m,Position,Start,,,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
52,2024-11-22,10:07,555687,9838204,601 m,Gorille,Nourriture,Celtis briyeri,Feuille,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
53,2024-11-22,10:12,555744,9838141,583 m,Gorille,Nourriture,Afro rhaphidophora africana,Feuille,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
54,2024-11-22,10:18,555804,9838034,591 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
55,2024-11-22,10:22,555839,9837978,595 m,Gorille,Nourriture,Aframomum laurentii,Moelle,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
56,2024-11-22,10:27,555844,9837878,602 m,Gorille,Nourriture,Marantochloa congensis,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
57,2024-11-22,10:34,555865,9837798,607 m,Gorille,Nourriture,Nauclea diderrichii,Fruit,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
58,2024-11-22,10:43,555893,9837739,620 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
59,2024-11-22,10:49,555894,9837658,619 m,Gorille,Nourriture,Ficus asperifolia,Feuille,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
60,2024-11-22,11:00,555948,9837581,611 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
61,2024-11-22,11:11,555927,9837569,618 m,Gorille,Nourriture,Coula edulis,Feuille,0,0,0,F.P,1,P075,"Bamwishi Kansilembo, Chalondawa Kabwanda, Kitumaini Adjoa et 1 Journalier",Mbobi,
